XR_003706333.1	LOC114595581	ncRNA
XR_003706428.1	LOC114595943	ncRNA
XM_028729693.1	LOC114596289	mRNA
XM_028728828.1	LOC114596289	mRNA
XM_028728130.1	LOC114596289	mRNA
XM_028708041.1	LOC114585404	mRNA
XR_003706924.1	LOC114597600	ncRNA
XR_003706893.1	LOC114597600	ncRNA
XM_028736435.1	LOC114600179	mRNA
XM_028737304.1	LOC114600179	mRNA
XM_028734384.1	CWF19L1	mRNA
XM_028733478.1	CWF19L1	mRNA
XM_028735272.1	CWF19L1	mRNA
XM_028745521.1	LOC114604713	mRNA
XM_028732181.1	TUBGCP2	mRNA
XM_028746802.1	ZNF511	mRNA
XM_028740185.1	LOC114601100	mRNA
XM_028742635.1	LOC114601100	mRNA
XM_028743461.1	LOC114601100	mRNA
XM_028744329.1	LOC114601100	mRNA
XM_028738551.1	LOC114601100	mRNA
XM_028739341.1	LOC114601100	mRNA
XM_028741054.1	LOC114601100	mRNA
XM_028741833.1	LOC114601100	mRNA
XM_028747941.1	TMX1	mRNA
XM_028751621.1	KLHL28	mRNA
XM_028702754.1	KLHL28	mRNA
XM_028701930.1	KLHL28	mRNA
XM_028703556.1	KLHL28	mRNA
XM_028750381.1	LOC114607113	unclassified transcription discrepancy
XM_028716695.1	POLE3	mRNA
XM_028715897.1	C1H9orf43	mRNA
XR_003704141.1	RGS3	misc_RNA
XM_028705279.1	RGS3	mRNA
XM_028704649.1	RGS3	mRNA
XM_028706141.1	RGS3	mRNA
XM_028706947.1	RGS3	mRNA
XM_028707727.1	RGS3	mRNA
XM_028708537.1	RGS3	mRNA
XM_028709271.1	RGS3	mRNA
XM_028710569.1	RGS3	mRNA
XM_028711300.1	RGS3	mRNA
XM_028712207.1	RGS3	mRNA
XM_028713027.1	RGS3	mRNA
XM_028713856.1	RGS3	mRNA
XM_028714690.1	RGS3	mRNA
XM_028716888.1	PRPF39	mRNA
XR_003703940.1	LOC114585646	RFAM:RF01186
XM_028708055.1	FKBP3	mRNA
XM_028708068.1	LOC114585419	mRNA
XM_028717028.1	LOC114590641	mRNA
XM_028717147.1	LOC114590706	mRNA
XM_028717275.1	LOC114590772	mRNA
XR_003703695.1	LOC114584784	ncRNA
XM_028717480.1	MDGA2	mRNA
XM_028717404.1	MDGA2	mRNA
XM_028717596.1	LOC114590935	mRNA
XM_028720033.1	LOC114592106	mRNA
XM_028720493.1	LOC114592341	mRNA
XM_028718589.1	LOC114591300	mRNA
XM_028718416.1	LOC114591300	mRNA
XM_028718250.1	LOC114591300	mRNA
XM_028718331.1	LOC114591300	mRNA
XM_028718159.1	LOC114591300	mRNA
XM_028718755.1	LOC114591300	mRNA
XM_028718671.1	LOC114591300	mRNA
XM_028718508.1	LOC114591300	mRNA
XM_028720594.1	RPS29	mRNA
XM_028719326.1	LRR1	mRNA
XM_028719196.1	MGAT2	mRNA
XM_028708102.1	DNAAF2	mRNA
XM_028719068.1	POLE2	mRNA
XM_028718890.1	POLE2	mRNA
XM_028718978.1	POLE2	mRNA
XM_028719831.1	KLHDC1	mRNA
XM_028719674.1	KLHDC1	mRNA
XM_028719912.1	KLHDC1	mRNA
XM_028719754.1	KLHDC1	mRNA
XM_028719447.1	KLHDC2	mRNA
XM_028719542.1	KLHDC2	mRNA
XM_028718020.1	NEMF	mRNA
XM_028717935.1	NEMF	mRNA
XM_028720370.1	ARF6	mRNA
XM_028720710.1	LOC114592501	mRNA
XM_028720249.1	VCPKMT	mRNA
XM_028720162.1	VCPKMT	mRNA
XM_028717813.1	SOS2	unclassified transcription discrepancy
XM_028717715.1	LOC114591013	mRNA
XM_028706901.1	LOC114584787	mRNA
XM_028720837.1	LOC114592565	mRNA
XM_028720961.1	MAP4K5	unclassified transcription discrepancy
XM_028721032.1	ATL1	unclassified transcription discrepancy
XM_028721293.1	SAV1	mRNA
XM_028721208.1	SAV1	mRNA
XM_028721123.1	SAV1	mRNA
XM_028721432.1	NIN	unclassified transcription discrepancy
XM_028721634.1	ABHD12B	mRNA
XM_028721613.1	PYGL	mRNA
XM_028721550.1	PYGL	mRNA
XM_028721760.1	TRIM9	mRNA
XM_028722408.1	TRIM9	mRNA
XM_028722325.1	TRIM9	mRNA
XM_028722234.1	TRIM9	mRNA
XM_028722061.1	TRIM9	mRNA
XM_028722148.1	TRIM9	mRNA
XM_028721989.1	TRIM9	mRNA
XM_028721903.1	TRIM9	mRNA
XM_028721826.1	TRIM9	mRNA
XM_028721715.1	TRIM9	mRNA
XM_028708115.1	DDHD1	unclassified transcription discrepancy
XR_003705840.1	LOC114593954	ncRNA
XM_028722539.1	FERMT2	mRNA
XM_028722629.1	FERMT2	mRNA
XM_028722885.1	FERMT2	mRNA
XM_028722700.1	FERMT2	mRNA
XM_028722796.1	FERMT2	mRNA
XM_028723391.1	GNPNAT1	mRNA
XM_028723301.1	GNPNAT1	mRNA
XM_028723220.1	GNPNAT1	mRNA
XM_028723092.1	STYX	mRNA
XM_028723532.1	PSMC6	unclassified transcription discrepancy
XM_028723647.1	ERO1A	mRNA
XM_028724160.1	GPR137C	mRNA
XM_028723865.1	TXNDC16	mRNA
XM_028723948.1	TXNDC16	mRNA
XM_028723777.1	TXNDC16	mRNA
XM_028724036.1	TXNDC16	mRNA
XM_028724295.1	PTGER2	mRNA
XM_028708129.1	LOC114585452	mRNA
XM_028724419.1	NID2	unclassified transcription discrepancy
XM_028724549.1	RTRAF	mRNA
XM_028724811.1	GNG2	mRNA
XM_028725014.1	FRMD6	mRNA
XM_028724936.1	FRMD6	mRNA
XM_028708143.1	LOC114585455	mRNA
XM_028725147.1	BMP4	mRNA
XM_028725528.1	CDKN3	mRNA
XM_028725347.1	CDKN3	mRNA
XM_028725452.1	CDKN3	mRNA
XM_028725272.1	CDKN3	mRNA
XM_028725578.1	CDKN3	mRNA
XM_028725422.1	CDKN3	mRNA
XM_028725656.1	CNIH1	mRNA
XM_028725714.1	CNIH1	mRNA
XM_028725814.1	GMFB	mRNA
XM_028725901.1	GMFB	mRNA
XM_028726037.1	CGRRF1	mRNA
XM_028726262.1	SAMD4A	mRNA
XM_028726174.1	SAMD4A	mRNA
XM_028726349.1	SAMD4A	mRNA
XM_028726603.1	GCH1	mRNA
XM_028726478.1	LOC114595773	unclassified transcription discrepancy
XM_028726733.1	WDHD1	unclassified transcription discrepancy
XM_028726945.1	SOCS4	mRNA
XM_028726870.1	SOCS4	mRNA
XM_028727032.1	SOCS4	mRNA
XM_028727167.1	MAPK1IP1L	mRNA
XM_028727263.1	MAPK1IP1L	mRNA
XM_028727396.1	LOC114596155	mRNA
XM_028727473.1	LOC114596155	mRNA
XM_028727693.1	DLGAP5	mRNA
XM_028727603.1	DLGAP5	mRNA
XR_003703934.1	LOC114585627	RFAM:RF00582
XM_028727821.1	IMP3	unclassified transcription discrepancy
XM_028727950.1	FBXO34	mRNA
XM_028728039.1	FBXO34	mRNA
XM_028728175.1	FBXO34	mRNA
XM_028728131.1	FBXO34	mRNA
XM_028728292.1	ATG14	mRNA
XM_028728411.1	TBPL2	mRNA
XM_028728473.1	ACTR10	mRNA
XM_028728570.1	ARMH4	unclassified transcription discrepancy
XR_003703949.1	LOC114585672	RFAM:RF00001
XM_028728705.1	SLC35F4	mRNA
XM_028728786.1	SLC35F4	mRNA
XM_028728960.1	SLC35F4	mRNA
XM_028728872.1	SLC35F4	mRNA
XM_028729093.1	CCDC198	mRNA
XR_003703996.1	LOC114585815	RFAM:RF00026
XM_028729300.1	NAA30	mRNA
XM_028729214.1	NAA30	mRNA
XM_028729651.1	AP5M1	mRNA
XM_028729563.1	AP5M1	mRNA
XM_028729429.1	EXOC5	mRNA
XR_003706835.1	LOC114597452	ncRNA
XR_003706836.1	LOC114597452	ncRNA
XR_003706831.1	LOC114597452	ncRNA
XM_028729774.1	OTX2	mRNA
XM_028729865.1	OTX2	mRNA
XM_028729955.1	OTX2	mRNA
XM_028730039.1	OTX2	mRNA
XM_028730720.1	TMEM260	mRNA
XM_028730544.1	TMEM260	mRNA
XM_028730457.1	TMEM260	mRNA
XM_028730367.1	TMEM260	mRNA
XM_028730631.1	TMEM260	mRNA
XM_028730861.1	PELI2	mRNA
unassigned_transcript_1	TRNAK-CUU	GeneID:114585894
XM_028731529.1	KTN1	mRNA
XM_028731174.1	KTN1	mRNA
XM_028731435.1	KTN1	mRNA
XM_028731343.1	KTN1	mRNA
XM_028731259.1	KTN1	mRNA
XM_028730991.1	KTN1	mRNA
XM_028731080.1	KTN1	mRNA
unassigned_transcript_2	TRNAK-CUU_1	GeneID:114585954
XM_028731927.1	PSMA3	mRNA
XM_028731729.1	ARID4A	mRNA
XM_028731649.1	ARID4A	mRNA
XM_028731810.1	ARID4A	mRNA
XM_028733644.1	TOMM20L	mRNA
XM_028733863.1	TIMM9	mRNA
XM_028733777.1	TIMM9	mRNA
XM_028734052.1	TIMM9	mRNA
XM_028733957.1	TIMM9	mRNA
XM_028734243.1	TIMM9	mRNA
XM_028734146.1	TIMM9	mRNA
XM_028732558.1	KIAA0586	mRNA
XM_028733264.1	KIAA0586	mRNA
XM_028732475.1	KIAA0586	mRNA
XM_028732997.1	KIAA0586	mRNA
XM_028732805.1	KIAA0586	mRNA
XM_028732721.1	KIAA0586	mRNA
XM_028732638.1	KIAA0586	mRNA
XM_028733345.1	KIAA0586	mRNA
XM_028732897.1	KIAA0586	mRNA
XM_028733085.1	KIAA0586	mRNA
XM_028733171.1	KIAA0586	mRNA
XM_028733437.1	KIAA0586	mRNA
XM_028733520.1	KIAA0586	mRNA
XM_028734385.1	DACT1	unclassified transcription discrepancy
XM_028734512.1	LOC114599356	mRNA
XM_028734606.1	LOC114599356	mRNA
XR_003703698.1	LOC114584794	ncRNA
XM_028734734.1	LOC114599439	mRNA
XM_028734834.1	LOC114599439	mRNA
XM_028735092.1	LOC114599439	mRNA
XM_028735184.1	LOC114599439	mRNA
XM_028735008.1	LOC114599439	mRNA
XM_028735273.1	LOC114599439	mRNA
XM_028734917.1	LOC114599439	mRNA
XM_028706924.1	LOC114584798	mRNA
XM_028708193.1	LOC114585475	mRNA
XM_028708205.1	LOC114585485	mRNA
XM_028708217.1	LOC114585488	mRNA
XM_028735406.1	DAAM1	mRNA
XM_028735481.1	DAAM1	mRNA
XM_028735820.1	GPR135	mRNA
XM_028736183.1	L3HYPDH	mRNA
XM_028735935.1	L3HYPDH	mRNA
XM_028736102.1	L3HYPDH	mRNA
XM_028736014.1	L3HYPDH	mRNA
XM_028736309.1	JKAMP	mRNA
XM_028736477.1	JKAMP	mRNA
XM_028736389.1	JKAMP	mRNA
XM_028736565.1	JKAMP	mRNA
XM_028736647.1	JKAMP	mRNA
XM_028735691.1	LOC114599819	mRNA
XM_028735610.1	LOC114599819	mRNA
XM_028735775.1	LOC114599819	mRNA
XM_028736861.1	RTN1	mRNA
XM_028736779.1	RTN1	mRNA
XM_028737034.1	RTN1	mRNA
XM_028736951.1	RTN1	mRNA
XM_028708229.1	LOC114585496	mRNA
XM_028737168.1	LRRC9	mRNA
XM_028737347.1	LRRC9	mRNA
XM_028737434.1	LRRC9	mRNA
XM_028737523.1	LRRC9	mRNA
XM_028737258.1	LRRC9	mRNA
XM_028708241.1	LOC114585505	mRNA
XM_028737737.1	PCNX4	mRNA
XM_028737645.1	PCNX4	mRNA
XM_028737983.1	PCNX4	mRNA
XM_028738077.1	PCNX4	mRNA
XM_028737826.1	PCNX4	mRNA
XM_028737907.1	PCNX4	mRNA
XM_028738201.1	DHRS7	mRNA
XM_028738330.1	PPM1A	mRNA
XM_028738414.1	PPM1A	mRNA
XM_028738519.1	LOC114601272	mRNA
XM_028738917.1	C1H14orf39	mRNA
XM_028738827.1	C1H14orf39	mRNA
XM_028738611.1	C1H14orf39	mRNA
XM_028738743.1	C1H14orf39	mRNA
XM_028738655.1	C1H14orf39	mRNA
XM_028739035.1	SIX6	mRNA
XM_028739173.1	SIX1	mRNA
XM_028739257.1	SIX1	mRNA
XR_003707828.1	LOC114601813	ncRNA
XM_028739469.1	SIX4	mRNA
XM_028739599.1	MNAT1	unclassified transcription discrepancy
XM_028739715.1	TRMT5	mRNA
XM_028739845.1	SLC38A6	unclassified transcription discrepancy
XR_003707868.1	LOC114602108	ncRNA
XM_028740062.1	LOC114602149	mRNA
XM_028740312.1	LOC114602272	mRNA
XM_028708266.1	LOC114585517	mRNA
XM_028740186.1	HIF1A	mRNA
XM_028740451.1	SNAPC1	mRNA
XM_028740539.1	SNAPC1	mRNA
XM_028740747.1	SYT16	mRNA
XM_028740665.1	SYT16	mRNA
XM_028740840.1	SYT16	mRNA
XR_003707942.1	LOC114602553	ncRNA
XM_028741055.1	KCNH5	mRNA
XM_028741178.1	RHOJ	mRNA
XM_028706932.1	GPHB5	mRNA
XM_028741480.1	PPP2R5E	mRNA
XM_028741306.1	PPP2R5E	mRNA
XM_028741390.1	PPP2R5E	mRNA
XM_028741702.1	PPP2R5E	mRNA
XM_028741561.1	PPP2R5E	mRNA
XM_028741637.1	PPP2R5E	mRNA
XR_003708091.1	LOC114603256	misc_RNA
XR_003708086.1	LOC114603256	misc_RNA
XR_003708096.1	LOC114603256	misc_RNA
XR_003708094.1	LOC114603256	misc_RNA
XR_003708089.1	LOC114603256	misc_RNA
XM_028742154.1	LOC114603256	mRNA
XR_003708075.1	WDR89	misc_RNA
XR_003708073.1	WDR89	misc_RNA
XM_028741874.1	WDR89	mRNA
XM_028741792.1	WDR89	mRNA
XM_028741956.1	WDR89	mRNA
XM_028742678.1	SGPP1	mRNA
XM_028742593.1	SGPP1	mRNA
XM_028742808.1	SYNE2	mRNA
XM_028742879.1	ESR2	mRNA
XM_028742995.1	MTHFD1	mRNA
unassigned_transcript_3	TRNAI-GAU	GeneID:114585955
XM_028743415.1	AKAP5	mRNA
XM_028743601.1	AKAP5	mRNA
XM_028743136.1	AKAP5	mRNA
XM_028743233.1	AKAP5	mRNA
XM_028743327.1	AKAP5	mRNA
XM_028743508.1	AKAP5	mRNA
XM_028743911.1	ZBTB25	mRNA
XM_028744239.1	ZBTB25	mRNA
XM_028743992.1	ZBTB25	mRNA
XM_028743729.1	ZBTB25	mRNA
XM_028743819.1	ZBTB25	mRNA
XM_028744153.1	ZBTB25	mRNA
XM_028744070.1	ZBTB25	mRNA
XM_028744369.1	ZBTB1	mRNA
XM_028744439.1	ZBTB1	mRNA
XM_028744521.1	ZBTB1	mRNA
XM_028744629.1	HSPA2	mRNA
XM_028744750.1	PPP1R36	mRNA
XM_028744966.1	BRF1	mRNA
XM_028744875.1	BRF1	mRNA
XM_028745043.1	BRF1	mRNA
XM_028745316.1	BTBD6	mRNA
XM_028745255.1	BTBD6	mRNA
XM_028745391.1	BTBD6	mRNA
XM_028745169.1	BTBD6	mRNA
XR_003708470.1	LOC114604960	ncRNA
XR_003708464.1	LOC114604960	ncRNA
XR_003708463.1	LOC114604960	ncRNA
XR_003703706.1	LOC114584816	ncRNA
XM_028746157.1	NUDT14	mRNA
XM_028745820.1	NUDT14	mRNA
XM_028745985.1	NUDT14	mRNA
XM_028745904.1	NUDT14	mRNA
XM_028746071.1	NUDT14	mRNA
XM_028746275.1	JAG2	mRNA
XM_028746364.1	JAG2	mRNA
XM_028746637.1	GPR132	mRNA
XM_028746838.1	CDCA4	mRNA
XM_028746759.1	CDCA4	mRNA
XM_028746913.1	CDCA4	mRNA
XM_028746996.1	CDCA4	mRNA
XR_003708681.1	LOC114605788	misc_RNA
XR_003708693.1	LOC114605788	misc_RNA
XR_003708668.1	LOC114605788	misc_RNA
XM_028747401.1	LOC114605788	mRNA
XM_028747213.1	CLBA1	mRNA
XM_028747282.1	CLBA1	mRNA
XM_028747123.1	CLBA1	mRNA
XM_028747641.1	LOC114605910	mRNA
XM_028747836.1	ADSSL1	mRNA
